Rank,Username,Score,CurrConSolved,time_taken,total_fail,Country,Profile_rank,PostViewCnt,Reputation,Total_solved,Easy,Medium,Hard,ContestCnt,CurrRating,rating_first,GlobalRank,active_days,contest_id
7700,Tech_Is_Swag,12,3,5289,2,,336883,3,0,367,136,201,30,22,1587,1455,215973,140,1
8132,rahulnooka,12,3,5687,2,India,360805,3,0,346,93,211,42,19,1609,1532,189473,273,1
9190,rohit_singh_07,8,2,6552,5,India,782816,1,0,195,87,86,22,2,1495,1562,390301,6,1
1030,1KmXjgIY9q,18,4,5008,4,,555593,0,0,257,67,162,28,6,1783,1632,71359,42,1
8400,sabari_raja085,12,3,6188,3,,1367598,0,0,113,42,57,14,8,1448,1477,541609,196,1
8528,Althaf_000,12,3,6641,8,,5000001,0,0,10,6,4,0,1,1569,1569,241358,0,1
8779,Shantanu-Sharma,8,2,2016,0,India,1013111,6,0,155,40,85,30,1,1566,1566,245394,0,1
9512,_aRaGoRn_,7,2,618,0,United States,11637,0,0,1292,554,688,50,146,1925,1690,31355,2772,1
6347,mrhacker098,12,3,4181,3,,1229350,0,0,125,47,68,10,30,1764,1570,78614,610,1
8399,Ayushman-Bhatt,12,3,6185,3,India,83908,0,1,703,238,360,105,6,1668,1613,134467,960,1
9665,nguyensach,7,2,699,0,Vietnam,52591,129,0,830,212,496,122,77,1804,1443,64058,1610,1
7463,DOPA2027,12,3,5066,2,,3854539,0,0,25,14,11,0,3,1632,1517,165142,14,1
8237,uyencfi,12,3,5871,4,,387932,140,4,330,84,205,41,5,1654,1520,145743,840,1
9662,DeepakBarajati,7,2,697,0,India,388720,0,0,331,127,170,34,3,1480,1415,432811,106,1
4878,Gurleen-kaur5,12,3,3294,1,India,102351,0,6,651,181,381,89,17,1818,1432,59501,602,1
3224,Matthiola,12,3,2353,0,Taiwan,220626,0,0,459,135,267,57,19,2059,1532,15168,176,1
8885,Himanshiag19,8,2,3064,0,,5000001,0,0,10,6,4,0,10,1393,1413,749411,56,1
2438,UFHgvFPMNc,12,3,1821,0,,3136103,0,0,33,11,18,4,12,1802,1632,64702,204,1
4833,ANBARASAN_J,12,3,3269,1,,1518723,0,0,98,39,48,11,7,1592,1413,209563,210,1
9984,Piyushpk08,7,2,847,0,,1545556,0,0,99,56,42,1,9,1574,1477,233022,70,1
7343,ganeswarikuramdasu,12,3,4974,4,,125481,0,0,599,408,182,9,27,1656,1471,143772,259,1
9638,gopalkhaire,7,2,689,0,,573936,0,0,255,76,152,27,11,1637,1612,161202,63,1
2009,Kartikeyan_Suresh,12,3,1438,0,,254624,0,0,425,200,183,42,23,1881,1415,41299,188,1
944,rohith_surakattula,18,4,4737,3,India,685663,0,0,218,82,107,29,4,1659,1662,141697,35,1
5237,_madushyam,12,3,3499,2,,948864,0,0,163,37,103,23,2,1733,1695,93396,7,1
7773,samya_2004,12,3,5342,0,,471369,0,0,290,163,114,13,20,1510,1449,351770,252,1
2931,unmeshraj,12,3,2178,0,India,435433,0,5,306,142,146,18,13,1791,1534,68451,750,1
5722,mithilesh1729,12,3,3778,1,India,224009,33,0,458,115,291,52,31,1884,1538,40340,476,1
9367,Pulkitgoy,7,2,520,0,India,111911,231,152,628,215,362,51,93,1692,1522,117374,1442,1
7915,bharat__nanda,12,3,5466,2,India,308538,30,1,381,166,169,46,26,1616,1503,181274,126,1
7829,nkc10800,12,3,5382,0,,934875,0,0,168,65,88,15,10,1563,1485,249913,1435,1
8717,qUqcaKBn9t,8,2,990,0,,4067878,0,0,21,12,8,1,1,1567,1567,244379,0,1
607,silvertint10,18,4,3770,3,,556823,0,2,256,13,124,119,337,2601,1687,1023,1750,1
8728,Vijaysrimari_S,8,2,1239,0,,433665,0,0,310,210,95,5,22,1755,1483,82726,490,1
1611,Haripriya_888,13,3,6168,3,,5000001,0,0,5,2,2,1,2,1651,1507,147951,21,1
107,r_varun_,18,4,1590,0,India,549631,9,0,259,119,108,32,12,1967,1512,24867,266,1
6580,Shrinikha_16,12,3,4336,6,,2054881,0,0,65,38,23,4,12,1432,1455,603523,189,1
6619,rsathwal04,12,3,4366,2,India,146659,70,1,559,243,288,28,17,1615,1492,182680,218,1
8611,hemantkumar005,12,3,7302,8,India,322345,0,0,376,146,193,37,16,1526,1472,315555,134,1
3374,samarth_ahuja,12,3,2448,0,,169228,189,4,523,196,278,49,20,1657,1480,143287,1190,1
8072,ateeb_tahir527,12,3,5630,4,India,111184,171,19,634,269,311,54,34,1703,1424,110457,644,1
1221,coding_master1,18,4,5549,9,,4275819,0,0,18,9,7,2,2,1638,1718,159791,6,1
9583,DiweshPatelSinha,7,2,660,0,,1857497,0,0,79,59,19,1,2,1616,1558,181815,6,1
8957,kamal_1910,8,2,3641,0,,1649316,0,0,91,33,57,1,44,1656,1465,144212,260,1
9376,adithya_2,7,2,525,0,India,285542,0,0,399,291,106,2,55,1742,1435,89018,749,1
3137,vivekkumarsulaniya,12,3,2299,0,India,89522,0,3,686,205,382,99,33,1827,1492,56895,420,1
9448,shivathmikareddy,7,2,579,0,,1570519,0,0,94,75,18,1,9,1556,1486,260791,56,1
4643,pallaviyelagandula789,12,3,3172,2,,857848,0,0,179,88,78,13,11,1368,1415,785708,98,1
121,Idris20,18,4,1719,0,,5000001,0,0,10,3,4,3,2,1758,1488,81509,8,1
6364,chahatsagar2003,12,3,4192,4,India,101781,451,0,652,208,407,37,21,1824,1497,57639,812,1
6106,FannyChung,12,3,4023,0,中国,309809,1519,26,379,158,190,31,187,1742,1460,88680,896,1
1536,crcktitan,13,3,3205,0,,55135,30,0,817,324,411,82,23,1974,1558,23900,350,1
1566,Aditya1Ahlawat,13,3,4705,0,India,418942,9,0,315,94,178,43,4,1751,1578,84571,28,1
7056,ujjwal_26,12,3,4720,0,,397582,0,1,325,116,189,20,40,1602,1428,197593,504,1
8166,arunmurugan78,12,3,5757,2,,479103,0,1,286,50,197,39,6,1690,1610,118852,63,1
3598,Seenivasan-25,12,3,2589,2,India,44137,330,9,879,466,376,37,103,1845,1565,51955,764,1
349,adityakumar2505,18,4,2856,1,,1891309,30,186,73,13,43,17,18,2310,1804,4117,148,1
6252,somyagarg0309,12,3,4112,1,,47218,0,0,860,329,487,44,58,1849,1444,50804,708,1
7118,Vigneshwar_Prabhakaran,12,3,4772,1,India,192642,3,0,492,346,139,7,45,1595,1413,205186,553,1
1177,vatsalpareek,18,4,5395,7,,1457649,0,0,103,65,32,6,5,1509,1485,353966,63,1
8809,Sakthidharaneesh_L,8,2,2295,0,India,1335279,0,0,114,67,40,7,7,1588,1521,213922,224,1
9792,HaZ8gc2gNO,7,2,754,0,,1042894,0,0,149,40,109,0,11,1708,1504,107488,252,1
9995,AryanMittal2211,7,2,853,0,,638244,0,0,235,141,92,2,8,1568,1535,242822,36,1
9042,Nancygoswami,8,2,4551,0,,297502,1168,3,389,188,189,12,29,1577,1411,229286,764,1
6272,vivek-anand-singh,12,3,4129,0,,729206,0,0,207,73,116,18,17,1663,1508,138099,630,1
4873,Akhilesh_Pothula,12,3,3293,2,India,50106,5,9,844,257,503,84,10,1668,1530,134584,386,1
6022,kartikey555,12,3,3960,2,India,884627,1040,27,174,84,86,4,11,1554,1460,264444,560,1
8516,radhikkkka,12,3,6595,6,,128422,0,0,594,156,330,108,4,1507,1521,359418,294,1
6017,MaxVoyage,12,3,3957,1,,44265,3438,40,881,296,485,100,26,1750,1492,85201,406,1
8850,DhanushyaT,8,2,2730,1,India,815655,0,0,191,116,73,2,36,1438,1483,578347,245,1
220,lazzerex,18,4,2294,3,,263568,27,0,418,121,213,84,1,1826,1827,57160,0,1
5970,mrdineshkushwaha,12,3,3928,2,India,130707,576,99,588,190,338,60,36,1492,1511,397980,749,1
4820,Manojkumar422228,12,3,3264,2,India,1496679,0,0,100,22,60,18,6,1641,1536,156825,70,1
6678,vic233333,12,3,4413,2,,1342715,0,0,113,32,71,10,22,1815,1467,60491,462,1
4738,reegan_singh,12,3,3222,2,,5000001,0,0,11,5,6,0,2,1710,1659,105830,7,1
5526,divyansh_2901,12,3,3658,2,India,787465,14,5,197,88,100,9,7,1608,1414,190175,420,1
8635,varshu_05,12,3,7737,10,,5000001,0,0,7,2,5,0,3,1461,1568,495296,14,1
7592,m28ding,12,3,5186,1,Canada,147448,0,0,557,160,331,66,6,1801,1669,64836,784,1
8938,mithrha03,8,2,3499,0,,1170331,0,0,132,64,67,1,1,1564,1565,247929,0,1
9192,akulavinayaka,8,2,6801,6,,39424,24,1,912,343,478,91,27,1532,1432,304484,504,1
6994,Rimjhim1306,12,3,4663,2,India,409142,0,0,319,168,144,7,12,1492,1452,398511,78,1
6941,Karan_Mahar,12,3,4617,3,India,98396,0,0,661,236,377,48,70,1619,1431,178925,568,1
7775,Gulab_KT,12,3,5345,2,India,283067,13,0,401,137,236,28,13,1582,1517,222836,231,1
2105,Nishkarsh_2917,12,3,1535,1,,1048715,0,0,148,28,99,21,5,1598,1411,202181,455,1
481,mittal23,18,4,3334,0,,237752,0,0,441,73,263,105,11,1992,1568,21761,112,1
9263,pRAYATNA80890,7,2,418,0,India,413386,19,0,318,127,143,48,15,1628,1459,168814,140,1
7626,jwizzle,12,3,5214,0,,1558259,9,0,95,22,54,19,2,1891,1914,38836,7,1
6911,un-poco,12,3,4602,5,United States,180163,0,20,508,131,330,47,30,1764,1466,78810,1358,1
8750,yooo1234,8,2,1686,1,,5000001,0,0,2,1,1,0,1,1566,1567,244927,0,1
9105,chaudhary-mukesh,8,2,5090,0,India,678485,14,0,220,92,102,26,6,1376,1355,775799,63,1
9473,Abhinand____N,7,2,592,0,,567623,0,0,253,92,107,54,28,1613,1430,184959,350,1
8683,solve_with_ai,11,2,4327,0,,4388440,0,0,17,2,12,3,10,1540,1558,289738,98,1
6927,kaushuXD,12,3,4609,0,India,637729,0,0,232,96,115,21,10,1465,1448,482909,50,1
4232,bhavanaharshan_23211,12,3,2947,1,India,1257414,0,0,122,54,58,10,24,1661,1471,140331,546,1
8270,Uttam_Modi,12,3,5914,5,,624662,0,0,235,32,156,47,4,1670,1561,133342,77,1
685,devanshi_arora,18,4,4044,1,India,219422,1,0,462,193,217,52,22,1954,1669,26583,161,1
6641,AMSCU4AIE25061,12,3,4386,1,,5000001,0,0,9,5,4,0,5,1518,1471,334334,14,1
1134,Arucade,18,4,5284,1,Canada,1438,0,2,2161,540,1255,366,279,2254,1604,5490,2142,1
9968,MVTEJESH,7,2,842,0,,1274219,0,0,120,58,61,1,6,1647,1556,152036,28,1
9031,arnavs2468,8,2,4412,0,India,378102,0,2,336,134,162,40,4,1491,1414,402172,77,1
9289,nagarajnk0413,7,2,455,0,,2385779,0,0,52,46,5,1,3,1466,1472,478935,182,1
3214,dheerajguptavuppala,12,3,2345,2,India,346224,0,0,355,187,158,10,20,1649,1456,150176,126,1
4253,Preet_Chaudhary264,12,3,2959,0,India,12384,1691,62,1273,313,800,160,30,1839,1427,53576,315,1
1046,rajgautam87101,18,4,5061,0,,274175,0,0,408,155,208,45,27,1729,1414,95679,246,1
8520,dhruv_code,12,3,6609,5,,333703,3,0,365,198,163,4,22,1477,1437,442386,680,1
5564,Avinashgaride,12,3,3678,1,India,193253,0,0,491,201,251,39,8,1636,1490,161736,140,1
4595,user_x_321,12,3,3138,4,India,2196887,30,2,59,35,22,2,1,1621,1622,175981,0,1
6027,W861Ss3mUU,12,3,3963,4,,1894228,0,0,73,29,36,8,4,1505,1414,363574,70,1
5688,TCKILLER,12,3,3759,1,,1314968,0,0,116,49,61,6,5,1570,1415,239182,224,1
8562,shubhhu,12,3,6846,6,India,421317,0,0,316,94,191,31,14,1625,1415,172270,308,1
3806,Bhanu-Prakash670,12,3,2715,0,,38615,0,0,919,260,578,81,22,1794,1416,67457,168,1
2041,AdityaChoudhary7,12,3,1468,1,India,52442,10,1,831,219,450,162,13,2187,1811,7883,217,1
4561,anveshaaa,12,3,3124,1,,316520,5,0,375,106,251,18,10,1614,1414,183806,420,1
5022,mayankmaletha123,12,3,3374,0,,199449,16,0,484,189,260,35,18,1676,1416,128842,182,1
7752,ArynShr293,12,3,5328,7,,864752,0,0,178,44,108,26,8,1663,1460,138316,70,1
5002,reisen314,12,3,3359,0,,1972258,99,4,70,23,33,14,5,1796,1601,66821,28,1
3271,Neeraj_singh_07,12,3,2385,2,,2895854,0,0,38,19,18,1,1,1648,1648,151059,0,1
9744,arpit_rstg,7,2,735,1,,463612,0,0,297,116,166,15,3,1610,1628,187889,140,1
3929,inspector_mahesh,12,3,2782,2,United States,57636,501,12,804,190,568,46,19,1743,1524,88410,1226,1
379,_Abhishek_2004,18,4,2981,0,India,18771,5,0,1137,329,643,165,78,2305,1459,4242,798,1
7989,Frankstein007,12,3,5540,2,,1399768,0,0,108,18,76,14,9,1656,1544,143782,120,1
249,harsh_ror,18,4,2427,0,India,48405,1,0,855,187,579,89,31,2101,1478,12383,498,1
6897,kar_123,12,3,4591,0,,370925,0,0,340,180,147,13,37,1699,1455,113083,378,1
6117,Saurabh___Gupta,12,3,4032,1,India,423127,0,1,317,99,182,36,6,1533,1537,301884,210,1
7883,balajivejendla,12,3,5437,7,,59035,13,0,801,324,431,46,23,1611,1466,187480,246,1
5339,AQ7xCb5uhN,12,3,3552,0,,1421927,0,0,106,45,54,7,20,1770,1482,76286,189,1
2648,Aarushi_Jain26,12,3,1980,2,India,395576,0,0,326,163,149,14,16,1631,1463,166079,428,1
4443,chahat00747,12,3,3059,0,,937090,0,0,165,70,82,13,14,1637,1462,161053,182,1
1910,aymankp_,12,3,1313,0,India,4390308,0,0,17,5,10,2,2,1610,1687,188006,6,1
9659,NLYhJOAhBq,7,2,696,0,,357568,5,0,348,221,111,16,44,1630,1488,167190,258,1
8231,anjali_jain,12,3,5865,2,,426040,0,0,311,125,161,25,18,1515,1515,339758,154,1
2321,Parthiv_Italiya,12,3,1711,1,India,319290,0,0,374,136,197,41,14,1637,1467,160816,189,1
3696,adityabhimanwar123,12,3,2641,1,,433445,0,0,307,109,180,18,7,1641,1509,157303,63,1
3177,sohithpatha1234,12,3,2321,0,India,376061,205,2,337,149,179,9,30,1873,1506,43420,204,1
3790,priyank18,12,3,2704,0,India,245012,1,0,434,158,233,43,19,1633,1463,164514,672,1
6039,devnathani,12,3,3975,2,,105076,0,0,644,241,354,49,40,1672,1464,131323,1232,1
64,jamescam2319,18,4,1284,0,,829836,1015,3,185,54,109,22,9,1760,1468,80634,314,1
2132,Raghav_Dolyar,12,3,1568,0,India,203772,0,0,478,151,267,60,14,1869,1602,44628,162,1
8540,Kaif1002,12,3,6719,5,,415263,14,0,316,106,191,19,20,1612,1479,185562,98,1
1759,siddhu_0327,12,3,1056,0,India,298829,0,0,389,170,177,42,7,1991,1461,21875,1057,1
7855,K_Jyothi_Murali,12,3,5400,2,India,656260,0,0,226,120,95,11,7,1738,1641,91002,182,1
926,aricode25,18,4,4674,0,India,108112,0,0,637,173,366,98,29,2134,1447,10577,497,1
5182,pranav2828,12,3,3472,1,,268666,0,1,414,126,242,46,19,1681,1558,125340,546,1
3999,_Nitin_02,12,3,2823,0,,252504,0,0,427,149,238,40,12,1620,1414,177684,273,1
536,harsitmaurya555,18,4,3528,0,,377607,0,0,336,123,179,34,15,1861,1438,47102,567,1
4079,BravoLambda,12,3,2867,2,India,63190,122,15,779,212,430,137,13,2026,1612,18094,448,1
1595,Ankur_Yadav18,13,3,5616,1,India,323515,0,0,370,111,221,38,28,1703,1436,110297,244,1
6710,2420030393,12,3,4440,3,,5000001,0,0,8,5,3,0,3,1465,1439,481318,14,1
4359,Jarvis7007,12,3,3016,0,India,1316,4181,7,2214,651,1177,386,434,1536,1745,296020,2485,1
9609,monicait,7,2,675,1,,3874391,0,0,22,10,12,0,13,1655,1666,144890,224,1
2499,MOTURISHIVAGANESH,12,3,1875,0,,948720,0,0,163,65,85,13,17,1761,1500,79876,420,1
1947,vHn9wOhn55,12,3,1371,0,India,986761,0,0,158,54,80,24,3,1517,1416,336044,42,1
9464,vanshsanghvi,7,2,588,0,India,67918,107,0,759,419,314,26,55,1528,1415,312904,1910,1
4809,tEnma_,12,3,3260,1,,1765875,0,0,80,32,44,4,6,1550,1588,271960,1204,1
2287,ojassugur,12,3,1689,2,,5000001,0,0,9,4,4,1,3,1822,1492,58341,20,1
8311,SuperEdi,12,3,5969,2,,2866471,0,0,38,6,19,13,2,1821,1836,58506,7,1
3834,maxstar7080,12,3,2732,3,India,482534,149,5,285,79,175,31,31,1662,1509,139239,217,1
8531,aqua_regia,12,3,6657,8,India,51317,267,0,840,275,492,73,25,1814,1413,60788,1316,1
9411,Farhan_Baig,7,2,546,0,,820336,0,0,187,67,111,9,8,1626,1526,171272,49,1
5050,AnishVardhan,12,3,3385,0,,2584631,0,0,46,22,24,0,19,1611,1498,186515,246,1
5131,tiwari11,12,3,3446,1,India,564565,0,0,255,81,149,25,11,1778,1521,73233,84,1
8766,lucid715,8,2,1907,0,,59225,0,0,801,269,450,82,22,1779,1457,72953,588,1
8771,pranaymaheshwaram,8,2,1967,1,India,274371,1299,12,409,206,183,20,9,1621,1559,176605,441,1
580,Ayush27641,18,4,3682,2,,151234,0,0,551,153,322,76,4,1857,1590,48077,204,1
9221,Akshay_Kireet,7,2,327,0,,147694,0,0,558,320,207,31,22,1677,1435,128087,750,1
3774,Gowdam_M,12,3,2697,0,,128414,0,0,593,317,248,28,42,1703,1444,110553,476,1
7533,sainikhilchakravarthi,12,3,5129,2,India,144934,476,50,565,108,310,147,25,1919,1455,32607,378,1
4686,atisha_01,12,3,3199,1,India,920389,0,0,168,117,48,3,4,1609,1532,189658,42,1
3493,arghab96,12,3,2526,2,India,278980,3241,40,404,168,190,46,7,1741,1471,89330,932,1
2239,sankalp_24,12,3,1648,1,India,403265,3,0,322,112,172,38,17,1802,1516,64520,358,1
8732,coldcoffee33,8,2,1338,1,,1388712,0,0,110,67,33,10,2,1535,1482,297779,14,1
6651,syonchugh,12,3,4395,3,,960217,0,0,161,59,91,11,17,1613,1494,185388,91,1
215,_neelytandel_,18,4,2253,1,India,222314,0,0,457,91,232,134,29,2490,1813,1704,686,1
6091,Meisuruthi,12,3,4014,1,India,1277129,0,0,120,52,56,12,8,1586,1520,216454,42,1
4299,Vikasgzp,12,3,2983,2,,330910,10115,113,365,111,208,46,9,1577,1522,229659,232,1
3417,3Y4E9jJWka,12,3,2480,0,,3880731,0,0,22,5,13,4,3,1762,1628,79716,14,1
9953,MOHAMED_SOHAIL,7,2,836,0,India,176015,0,0,514,297,196,21,28,1680,1539,125847,280,1
5084,Sairaghava1318,12,3,3409,0,India,83288,232,31,705,169,433,103,19,1676,1470,128609,658,1
6012,lordpratik,12,3,3955,2,,532835,14,1,265,91,149,25,16,1793,1530,67655,301,1
5308,vidit-agarwal,12,3,3532,0,,247951,7,0,432,194,221,17,19,1765,1559,78442,231,1
7784,vipulbarodiya,12,3,5352,0,India,294628,699,10,391,108,230,53,3,1566,1548,245706,106,1
7687,HriteshSai,12,3,5276,0,India,166875,0,0,528,182,271,75,38,1727,1475,96732,420,1
2833,Pyrrhos,12,3,2112,2,,232700,89,6,446,197,234,15,10,1646,1414,152234,118,1
6979,abhishek_6942069,12,3,4650,1,,701932,0,0,216,74,117,25,31,1699,1415,113341,238,1
1215,WeissSchneeee,18,4,5530,2,,1847791,0,0,75,46,27,2,2,1647,1482,151296,1016,1
9958,coder23112,7,2,838,0,India,1184458,0,0,130,69,46,15,4,1614,1497,184137,21,1
1552,VbJEL6Q9ac,13,3,3908,2,,527970,0,0,268,71,175,22,14,1759,1517,81070,218,1
4523,haseethvardhan01,12,3,3101,2,India,35131,317,33,946,218,576,152,45,2027,1463,17976,518,1
6246,raise3,12,3,4110,3,,8379,0,0,1404,387,839,178,16,1982,1517,22904,343,1
375,shravanJanwade,18,4,2960,1,United States,28591,157,0,1007,277,561,169,5,1627,1584,170044,140,1
6040,Anshu_24,12,3,3975,1,,270136,164,7,412,169,213,30,30,1863,1444,46356,938,1
3835,Divyanshu103,12,3,2733,1,India,57974,54,3,803,257,471,75,27,1786,1413,70171,609,1
4207,mBDVZ4gwrn,12,3,2933,0,,1679429,0,0,86,40,43,3,22,1715,1465,103396,302,1
2749,kumari_gnaneswari,12,3,2060,1,India,5906,0,0,1532,741,752,39,55,1913,1412,33756,364,1
7697,lucahang,12,3,5287,1,,193397,1267,25,491,216,256,19,19,1529,1495,310477,378,1
4502,shellhead90,12,3,3090,0,India,33884,74,3,958,271,517,170,17,1462,1493,492620,1792,1
8731,sujalgoyall,8,2,1283,0,India,364358,1995,17,345,95,192,58,4,1692,1661,117423,64,1
3823,Mude_Giri_Naik,12,3,2728,1,India,197952,0,0,485,212,238,35,17,1767,1415,77542,168,1
7830,harshogale0410,12,3,5383,0,India,299310,0,0,388,226,153,9,8,1507,1413,359714,512,1
8848,Arindam_gupta1,8,2,2706,1,,146632,0,0,559,209,311,39,17,1604,1452,194443,204,1
8763,Livegamerz,8,2,1848,2,India,258026,0,0,423,189,203,31,6,1573,1445,234618,336,1
6770,yuvan_1166_,12,3,4491,3,India,114249,12,0,623,316,290,17,82,1718,1410,101633,770,1
4414,henilsuchak,12,3,3046,0,,74479,280,8,735,211,457,67,38,1725,1415,97654,316,1
4323,Sid_mnnit_06,12,3,3000,0,,1171128,0,0,132,39,80,13,10,1668,1522,134352,70,1
2753,glitchygenius_15,12,3,2064,0,,181067,0,1,509,200,269,40,14,1920,1521,32338,140,1
3092,dshivank630,12,3,2275,3,India,5261,2325,63,1576,240,884,452,134,2009,1510,19855,833,1
9472,mm1719,7,2,592,0,Taiwan,575448,11,2,250,114,114,22,10,1694,1500,116519,638,1
711,tom41331,18,4,4102,1,Taiwan,470511,2,0,290,94,164,32,41,2016,1414,19095,287,1
7406,tanishq_gin,12,3,5023,1,,1099353,0,0,141,66,68,7,20,1657,1414,143037,442,1
7023,krishnaDas012,12,3,4692,3,India,357695,294,18,348,84,191,73,26,1858,1415,47978,274,1
2878,tony_stark08,12,3,2139,2,,162232,0,0,534,155,315,64,25,1816,1527,60092,280,1
6059,prembaba2823,12,3,3993,0,,824247,0,0,186,136,48,2,5,1642,1424,156272,504,1
340,Mar1ne,18,4,2826,2,,3168486,0,0,32,9,15,8,8,2315,1618,3998,896,1
8506,Supriyo_9853,12,3,6541,9,India,185085,0,3,502,180,268,54,7,1545,1486,279668,301,1
3943,ragavan-10,12,3,2795,0,,2409388,0,0,51,15,30,6,8,1795,1520,67010,42,1
9169,manviiiiiiiiii,8,2,5843,3,,5000001,0,0,8,5,3,0,5,1505,1444,364416,22,1
4180,jjno001,12,3,2920,1,India,309808,14,1,380,114,246,20,23,1719,1456,100768,140,1
5696,chandru7402,12,3,3765,0,India,1248929,0,0,123,43,65,15,7,1556,1501,261109,36,1
8897,kaotim710,8,2,3179,0,,519269,0,0,273,97,164,12,8,1618,1533,179666,224,1
7202,ToKWgvszMs,12,3,4860,6,,216098,0,0,464,105,296,63,52,1750,1459,85165,315,1
9631,timothyleong97,7,2,686,0,Singapore,2098,958,40,1968,559,1134,275,84,1934,1499,29766,2086,1
7393,vanshikasingla22,12,3,5013,2,,187464,1185,20,499,76,349,74,46,1655,1482,145099,364,1
4034,varshith_varma2008,12,3,2842,2,,4947148,0,0,13,4,9,0,6,1625,1513,171971,42,1
6315,_charanreddy_11,12,3,4166,1,,499307,9,0,278,103,151,24,11,1559,1581,255555,161,1
270,psycho1998,18,4,2550,5,,4156135,0,0,19,8,8,3,8,1649,1690,150343,328,1
5015,leonxlian,12,3,3369,4,,3989306,0,0,20,5,14,1,1,1614,1615,183459,0,1
7501,_dhruv_sahu,12,3,5101,1,,4270755,0,0,18,6,10,2,7,1575,1547,231656,196,1
8460,0kcDnxvcmq,12,3,6382,6,,667445,0,0,226,81,134,11,4,1526,1519,316602,21,1
5994,jainam_756,12,3,3944,4,,58543,171,2,802,194,514,94,23,1839,1552,53627,736,1
6430,Saurav_Kumar_Roy,12,3,4238,1,India,258920,0,0,425,169,241,15,16,1671,1466,132352,546,1
9439,sathwikareddy_61,7,2,571,0,India,1356718,0,0,112,93,19,0,6,1507,1414,359203,84,1
5907,Nirbhay39,12,3,3895,1,India,2099679,0,1,65,34,23,8,5,1633,1441,164303,63,1
7363,0xusara,12,3,4986,0,,5000001,0,0,9,5,4,0,4,1519,1529,330604,14,1
9752,ayushshakya_24,7,2,737,0,,214286,0,0,469,213,227,29,12,1701,1573,111522,112,1
3337,karanord,12,3,2425,0,,136071,8,0,578,156,336,86,14,1688,1413,119971,406,1
5677,chetankashniyal,12,3,3752,0,,263444,0,0,417,199,206,12,34,1605,1494,193998,372,1
8048,krahul96,12,3,5608,2,,198648,25,0,484,63,354,67,14,1694,1538,116495,938,1
8668,pooja1409,12,3,8979,12,,90054,0,0,689,288,361,40,22,1485,1481,418942,1540,1
3941,Aashrith_18,12,3,2793,3,India,2381080,0,0,52,37,15,0,17,1755,1450,82671,392,1
1063,jamietb,18,4,5120,2,,661208,0,0,224,110,112,2,79,1674,1476,130332,1043,1
8645,gksbrandon,12,3,7934,12,,135232,0,0,580,162,343,75,3,1615,1633,182909,8,1
4297,maang__Me_coder,12,3,2982,2,,78545,0,0,721,167,459,95,46,1726,1526,97191,231,1
3555,ChrisGunning,12,3,2563,2,,188071,0,0,498,142,320,36,12,1809,1561,62333,364,1
8264,Himel_Ghosh_10,12,3,5910,7,,1583940,0,0,93,34,56,3,1,1572,1572,237122,0,1
9850,Adesh_Deshmukh,7,2,784,0,India,329568,100,2,366,161,180,25,30,1534,1450,300748,266,1
3377,ShivanshuChimaniya,12,3,2451,0,India,127824,102,5,594,259,308,27,56,1954,1521,26590,833,1
5005,imzerofnlol,12,3,3361,1,,529382,0,0,266,91,156,19,23,1739,1488,90566,776,1
1846,pspriyanshu601,12,3,1207,0,India,81073,741,44,712,201,400,111,46,1923,1520,31823,1015,1
5676,Sattubhai,12,3,3751,1,India,413069,11,0,318,101,178,39,4,1534,1540,300886,35,1
7882,Preethi-R_06,12,3,5435,4,India,1367669,0,0,115,44,57,14,19,1479,1415,437326,182,1
9063,sudhakaran143,8,2,4709,4,India,1930651,0,0,71,41,29,1,40,1364,1443,790582,553,1
2696,1aniket234,12,3,2024,1,India,102657,0,17,650,183,374,93,21,1927,1523,31056,504,1
1319,abishx912,18,4,5867,2,India,308306,0,0,381,166,184,31,57,1732,1556,93788,400,1
335,Ze_nith,18,4,2809,2,,1623296,0,0,90,19,53,18,2,1713,1801,104605,6,1
7770,SUBHASH_RAJ_SATYAVARAPU,12,3,5340,1,,541817,0,0,262,140,112,10,11,1606,1542,192674,224,1
1742,6oyPFyPhhP,12,3,1024,1,,5000001,0,0,9,1,7,1,3,1676,1638,128896,21,1
5821,shivanshu04,12,3,3841,1,India,252378,0,1,429,135,234,60,18,1848,1450,51152,434,1
8119,charan_kr,12,3,5675,1,India,564308,11,3,258,122,125,11,58,1569,1434,240317,624,1
2312,SHANMUGAPRIYAN_D,12,3,1704,0,India,107689,10,1,638,419,201,18,54,1910,1446,34360,539,1
7046,sdliuyuzhi,12,3,4713,3,United States,1304,0,0,2220,546,1169,505,353,1927,1504,31000,3318,1
2918,YJP4irNpEs,12,3,2170,0,India,3497606,0,0,27,13,14,0,7,1688,1562,120130,28,1
2591,adi22mishra,12,3,1945,1,India,27865,0,0,1015,707,273,35,11,1851,1410,50138,1106,1
2817,Ritesh512210,12,3,2103,0,India,49261,83,0,849,270,483,96,23,1727,1592,96753,1134,1
633,ayushgoyal4206,18,4,3845,0,,367151,0,0,342,136,168,38,13,1978,1622,23391,428,1
5349,Viv3k_Kumar_Singh,12,3,3558,1,India,164005,131,3,531,159,315,57,33,1736,1449,91905,357,1
7269,ManimegalaiDhamodaran,12,3,4913,4,India,435924,16,0,306,170,129,7,41,1573,1482,234724,511,1
